title,city,province,price_start,price_end,price_interval,price_currency,description,date,expertise,type,functions,sectors,portal
cloud administrator aws,Madrid,Madrid,,,,euro,logicalis buscando administrador cloud menos año experiencia aws filosofía devops incorporarse equipo clientes importantes dentro sector financiero  funciones  troubleshooting análisis proactivos relacionados entornos cloud hibridas  publicas privadas soporte primer nivel incidentes entornos cloud hibridas publicas privadas  aws  seguimiento alertas herramientas monitorizacion elaboración informes comportamiento sistema productos interactuar  shell scripting rhev herramientas monitorizacion sistema arquitectura openstack funcionamiento arquitectura entornos cloud control versiones bitbucket virtualización  sockets contenedores  docker  kubernetes  terraform ansible python valorable conocimientos  scrum  kanban  requisitos  experiencia previa demostrable puestos similares gestión rendimiento  control calidad aplicaciones  titulado ingeniería informática  telecomunicaciones similar certificaciones técnicas aplicables homologadas  mente abierta  ganas aprender  investigador analítico  valorable conocimientos ingles nivel b1 mínimo  lugar trabajo  actualmente teletrabajo  adelante ir oficinas cliente madrid  horario  estándar oficina  ofrecemos  incorporación inmediata  estabilidad laboral  contrato indefinido  horario flexible  actualmente trabajando remoto casa  posibilidad acogerse planes remuneración flexible  tarjeta transporte  tarjeta restaurante  seguro médico privado  si interesado a oportunidad laboral estable características  envíanos cv seleccion  es logicalis com acuerdo reglamento  ue  2016 679 general protección datos ley orgánica 3 2018  protección datos personales garantía derechos digitales  informamos mediante “ solicitud ” presente oferta usted dando consentimiento logicalis spain  s l u  tratamiento datos personales incorporados currículum finalidad incorporarle presentes futuros procesos selección  podrá ejercer derechos acceso  rectificación  oposición  supresión  portabilidad limitación contactando través derechos arco,2020-09-23,,,,,indeed
abogado concursal,Barcelona,Barcelona,,,,euro,persona seleccionada desempeñará siguientes funciones  bajo dirección responsable proyecto  participar prestación servicios asesoramiento empresas dificultades financieras  contribuir desarrollo funciones administración concursal caso insolvencias judiciales  ambas áreas puesto incluye realizar trabajos preparación  revisión análisis planes viabilidad  financieros  documentación societaria  tributaria laboral  así tareas importación actualización registros bases datos confección inventarios  listas acreedores informes  abogado concursal prestigioso despacho boutique especializado derecho concursal persona seleccionada deberá reunir siguientes requisitos  5 años experiencia posición similar  licenciatura grado universitario derecho habilitación colegiación  calificación mínima 8 00 10 00   valorable formación postgrado dirección empresas licenciatura grado universitario  titulación oficial mínimo 240 créditos europeos  alcanzables mediante grado y o postgrado  ade  economía  finanzas similar habilite colegiación colegio economistas   calificación mínima 8 00 10 00   inglés alto oral escrito  nivel c1 c2 marco común europeo referencia  valorable inglés jurídico  castellano catalán nativos  valorable manejo avanzado ms office 365  dms  sistemas gestión documental   bases datos jurídicas  aranzadi  profesional capacidad planificación organización  orientación cliente  destrezas técnico jurídica  destrezas técnicos económicas buenas dotes comunicación  prestigioso despacho boutique especializado derecho concursal  ofrecemos puesto indefinido  flexibilidad  teletrabajo   proyección dentro firma  prestigioso despacho boutique especializado derecho concursal requiere incorporar abogado especialista reestructuración ,2020-09-25,,,,,indeed
german speaking customer support,Barcelona,Barcelona,,,,euro,language  german speaking location  barcelona skills required  german  speaking  customer  support  barcelona  spain benefits  german speaking customer support barcelona  initially home based office based longer term  salary €26 400 including bonus job duties excellent opportunity join leading company  assisting customers phone  email live chat account issues  essential criteria fluent german english ideally customer service experience ie call centre  retail  hospitality etc  good general computer skills ie ms office etc candidates must already catalonia  laptop fast internet connection  please apply live catalonia application processed  permanent contract 1 month trial period  start working home  equipment send 4 5 days starting date  rotative shifts finish training à  4 initial weeks   shifts include night shifts  start either 7 9am 13 30pm 5 working days  2 days row  1 weekend worked per month  candidates must already work permission spain  job types  full time  permanent salary  26 400 00€ per year,2020-09-23,,,,,indeed
data architect,Madrid,Madrid,,,,euro,descripción  still looking top talent…and would delighted join family  ust global cares employee ’ safety  ever given new situation  reinforced operations  ust offers  100  telecommuting´ employees  new measures work life balance within could accrue enough time healthy integrated professional personal life  ust global also equal opportunity employer  strongly believes inclusion diversity way improve operational workforce  therefore  entitled disability certificate  company  details  ust global multinational company based north america  certified top employer company 20 000 employees world presence 25 countries  leaders digital technology services  provide large scale technologic solutions big companies e2e projects  consulting services solutions  look  cliente looking data architect part team specialised cloud  technologies  desirable requirement  entitled disability certificate  minimum degree 33  offer  free access several training platforms wide multidisciplinary catalogue  professional stability career plans center excellence could participate latest projects inside company  international environment close contact colleagues specialised core technologies company  share knowledge  many international projects  exciting innovated technologies  ust also  compensates referrals could benefit refer professionals  also… 23 working days holidays intensive working days summer  competitive salary social benefits  restaurant card accident insurance   flexible benefits plan  adapt salary according preferences  childcare checks  transport card  online english lessons native teachers  health care  gym discounts choice  near home  fresh fruit office  flexible working home program new measures work life,2020-09-25,,,,,indeed
jefe proyecto oracle  sector seguros,Madrid,Madrid,,,,euro,importante proyecto financiero requiere jefe proyecto area seguros experiencia  gestión proyectos oracle  plsql  gestión equpos tecnicos 3 5 personas  experiencia sector banca  ofrece teletrabajo horario flexible jornada verano lugar  madrid fecha publicación  22 09 2020 12 00 00,2020-09-24,,,,,indeed
oracle ebs fusion technical support  madrid ,Madrid,Madrid,,,,euro,company  customer swiss multinational operates world one leading players industry  80 000 employees worldwide  4 000 spain   job location  madrid  eu nationality existing work permit required  expected travel  first introductory period   times  always weekdays mostly corporation headquarters switzerland european countries  education training  university degree equivalent technical college relevant related experience  languages  spanish  native language  otherwise business fluent  english  fluent english  verbal written   organizational position  reporting head oracle operations located czech republic  direct reports  type  n a employment type  permanent full time salary  depending experience  benefits  flexibility option work home sometimes  summer reduced working time  reduced price medical insurance… expected hiring date  hired soon possible  professional skills requirements purpose function  selected candidate part business operations support services team  company operates single global instance oracle ebusiness suite  fmw platform  oracle cloud various saas solutions 24×7 operations three time zones  system outsourced oracle managed cloud services  omcs  operate production system number development test instances  role manage operations global systems  member worldwide operations team  person provide 2nd 3rd level support technical specific functional areas  manage support availability instances involved daily operations managed omcs  main responsibilities  manage oracle ebusiness suite soa fmw environments perform activities related change management test platforms ensure availability  performance platforms apply configuration changes patches one main contacts internal teams omcs prepare validate action,2020-09-23,,,,,indeed
sap bfc expert  remote freelance contract  6 months,Barcelona,Barcelona,,,,euro,sap bfc expert  remote freelance contract  6 months barcelona  barcelona market rate sap bfc freelance contract project duration  6 12 months location  remote working limited travel spain  safe course   join fast growing stock listed company within finance department part agile financial systems reporting systems team  support financial systems manager taking lead administering sap bfc tool end to end  ensuring solution running business users times  alongside  plenty projects  opportunities experience new technologies may also possible  acting sme sap bfc  key responsibilities improve sap bfc technical functional system requirements ensure changes line sap bfc systems roadmap wider finance systems transformation roadmap ensuring application optimal performance levels users well supported rest team design deliver bfc change requests system improvements combination direction head finance systems proactively look improvements system process within group develop tool including changes consolidation rules drive improvements finance master data work closely users ensure system well utilized  drive training best practices candidate profile university degree information systems possibly accounting finance 4 year professional experience sap bfc  either consulting final client site must able write rules script ideally strong finance process  consolidation  ifrs  understanding  technical knowledge must fluent english must eu citizenship right work spain position part dynamic team constantly seeking improve status quo  company midst major transformation across business including new systems implementations  help implement new ifrs reporting within group future proof business years come terms reporting systems landscape  discuss similar opportunities get touch geoff coleman,2020-09-23,,,,,indeed
non functional tester,Madrid,Madrid,,,,euro,proyecto entorno bancario proyección interenacional necesitamos incorporar tester experiencia tecnica  trabaja modalidad teletrabajo tasks drive definition testing non functional requirements  nfrs   coordinating efforts across domain teams continuously develop deploy software enhancements new products within openbank technology platform  definition performance  nfr test strategies plans  driving definition test cases supporting testing nfrs  management coordination test execution across technology  including risks issues related performance  nfr test delivery  lead analysis current technology environment detect critical deficiencies recommend solutions improvement  oversee  execute  technology implementation modification activities  particularly new shared infrastructure architecture solutions  consult application infrastructure development projects performance non functional requirements matters  understand technology trends practical application existing  new  emerging technologies enable improvements innovations openbank technology platform overall technical performance  job specific  conseguido formalizar requisitos skills  proven background performance nfr testing strategy execution experience delivering performance testing across saas  paas premise technologies  particular across solutions implemented public cloud environments  experience working aws environments highly valued  proficiency automating qa across testing lifecycle  unit testing  integration testing  performance testing   hands on experience working agile methodologies devops environments  proficient working devops toolchains ci cd software delivery models  particularly testing tools selenium  neoload xray  ability quickly troubleshoot problems may arise work products  proven ability lead testing across number teams disparate locations  partnering internal external software engineers quality analysts identify course resolutions  skills selenium devops engineer jmeter normal 0 21 false false false,2020-09-24,,,,,indeed
head engineering fully remote euro  automation ,Barcelona,Barcelona,,,,euro,client workflow automation app desk less employees services industries  building operating system desk less worker  automating workflows sops brand building digital manager go to documents  conversations  tasks much  software next wave enterprise users work desk different reimagining way next billion users work  head engineering  world class workflow management central clients  products build  reliable  robust network conditions  lot users  desk less remote workers  may best network coverage areas  immediate  instant connect low latency  feels like right next teammates managers  always available  communication like oxygen  omnipresent  secure  invulnerable attacks  peace of mind  performant  uses minimal resources  co exist apps  might right  enjoy team managing much hands on worked either series a b funded product startup team lead previously founder head technology startup experience building end end mobile apps lead team 5 engineers 6 years experience building full stack applications  managing engineering teams tech stack primarily work react native  graphql  nodejs  mongodb  written stone  programming language   ever evolving suit users  needs  think fit criteria want join journey  please apply ,2020-09-23,,,,,indeed
inside channel sales manager  german dutch swedish speaking ,Barcelona,Barcelona,,,,euro,inside channel sales manager  german dutch spanish french speaking  seasoned sales professional  proactive seller  excels fast paced dynamic growth environment  ready showcase background leading channel partners development execution rapid growth sales initiatives  looking inside channel sales manager join emea partner support center team  responsible development  enablement joint demand pipeline generation initiatives set nutanix named partners  joining unique team  people succeed nutanix sense urgency  lot initiative  commitment customer success  enthusiasm pushing edge… well sense humor  provide interesting work  great product  new things learn  freedom make job work way like  together create world class channel extraordinary things  ready best work  come join us  team nutanix emea inside sales team responsible accelerating revenue growth  team exposed supporting functions like sales  marketing  channel support within organization well nutanix customers  partners  distributors alliances  team 100 individuals spread different hubs emea  consist sales development representatives  inside account executives  inside channel sales managers customer success representatives  teams ’ unique vibe comes constant creativity  innovation focus better serve customers every time  emea inside sales team talent pool functions company  ideal opportunity get know nutanix portfolio accelerate career  responsibilities demonstrate nutanix ’ values hunger  honesty humility  role model channel partners  driving collaborative relationship creates positive partnership materialized mutual goals targets  help develop retain target partners fill gaps route market  known go to person set 20 30 partners given territory ,2020-09-23,,,,,indeed
administradores redes,Madrid,Madrid,,,,euro,descripción trabajo grupo invoin buscando administradores redes n1 n2 interesante proyecto sector farmacéutico madrid  detalles puesto  características puesto salario abierto experiencia  jornada completa teletrabajo 100   buen entorno laboral  ambiente joven dinámico crecimiento profesional  paquete retribución flexible  ticket comida  ticket transporte  cheque guardería  seguro médico privado   ubicación  madrid  requisitos titulación informática  mínimo fp2   experiencia administración redes n1 y o n2  conocimientos plataformas aruba  switching routing balanceo firewalls inglés c1 fluido,2020-09-23,,,,,indeed
cap d operacions  fred industrial,Barcelona,Barcelona,,,,euro,empreses més consolidades catalunya dins sector climatització  fred industrial hostaleria  necessita incorporar seu equip cap ’ operacions  pugui gestionar equip ’ operaris autònoms producció  realitzen manteniment instal·lacions clients  zones barcelona   menys volum  figueres  quina és teva missió  direcció gestió l ’ equip producció  aplicant els procediments estipulats per pla gestió l ’ equip producció unitat negoci  planificació dels manteniments  juntament amb coordinadora producció creació validació ruta diària  conservar cartera manteniments dels clients assignats mitjançant bona satisfacció client  solventant reclamacions màxim ràpid possible  realitzant visites als llocs treball per verificar feina realitzada pels tècnics  aconseguir l ’ objectiu volum producció coeficient assignat  arribant benefici esperat  salari competent dins mercat valorar segons perfil  posibilitat teletreball  posició estable amb projecció futur  cotxe ’ empresa  ordinador telèfon ’ empresa horari dilluns dijousde 8 00 13 30 15 00 17 30  divendres 8 00 15 00 ,2020-09-23,,,,,indeed
devops cloud,Madrid,Madrid,,,,euro,logicalis buscando devops cloud incorporarse equipo clientes importantes dentro sector financiero  funciones  análisis incidencias esclarecimiento causa raíz mismas identificación acciones mejora optimización infraestrucutra  monitorización misma  análisis procedimientos operativos mejora continua productos interactuar  shell scripting rhev herramientas monitorización sistema arquitectura openstack funcionamiento arquitectura entornos cloud  valoran aws  control versiones bitbucket virtualización  sockets contenedores  docker  kubernetes  terraform  ansible  python valorable conocimientos metodologías trabajo ágiles  scrum  kanban  suite ofimática microsoft office  google  docs  sheet  presentations  requisitos  experiencia previa demostrable puestos similares gestión rendimiento  control calidad aplicaciones  titulado ingeniería informática  telecomunicaciones similar certificaciones técnicas aplicables homologadas  mente abierta  ganas aprender  investigador analítico  valorable conocimientos ingles nivel b1 mínimo  lugar trabajo  actualmente teletrabajo  adelante ir oficinas cliente madrid  horario  estándar oficina  ofrecemos  incorporación inmediata  estabilidad laboral  contrato indefinido  horario flexible  actualmente trabajando remoto casa  posibilidad acogerse planes remuneración flexible  tarjeta transporte  tarjeta restaurante  seguro médico privado  si interesado a oportunidad laboral estable características  envíanos cv seleccion  es logicalis com acuerdo reglamento  ue  2016 679 general protección datos ley orgánica 3 2018  protección datos personales garantía derechos digitales  informamos mediante “ solicitud ” presente oferta usted dando consentimiento logicalis spain  s l u  tratamiento datos personales incorporados currículum finalidad incorporarle presentes futuros procesos selección  podrá ejercer derechos acceso  rectificación  oposición  supresión ,2020-09-23,,,,,indeed
2 data analytics  azure databricks data lake  trabajo remoto ,Madrid,Madrid,,,,euro,ref   mca  madrid  españa indefinido experiencia 2 10 años ciclo formativo  fp y o ii  actualmente buscando  2 perfiles data analytics interpretation experiencia azure databricks data lake trabajar remoto  requisitos  conocimientos fundamentales  azure databricks  scala preferente python  azure data lake store azure sql db conocimientos azure data platform ofrecemos  lugar trabajo  remoto descripción empresa digital talent agency agencia selección digital ofrece soluciones servicios talento tic  digital  engineering  objetivo  punto encuentro empresas necesitan especialistas digitales personas buscan nuevos retos profesionales  valor diferencial  metodología digital recruitment utiliza inteligencia artificial nuevas tecnologías poder encontrar talento empresas necesitan forma rápida efectiva  zemsania global group  digital talent agency forma parte zemsania global group  cuenta 15 años experiencia búsqueda perfiles tecnológicos  además línea negocio selección  grupo zemsania proveedor servicios soluciones tecnológicas última generación  gracias todas empresas forman conglomerado  zemsania global group capaz acompañar clientes procesos transformación digital ayudarles fomentar cultura 4 0 organizaciones ,2020-09-23,,,,,indeed
big data cloud achitect,Madrid,Madrid,,,,euro,¿conoces indizen scalian  empresa tecnológica española 19 años vida 220 personas plantilla  especialistas tecnología novedosa trabajamos mano multitud empresas multinacionales españolas apuestan innovación tecnología  ¿también apuestas ello  entonces sigue leyendo  ¿qué buscamos   experiencia mínima 2 3 años big data  spark  kaffka  scala  1 año experiencia cloud  azure aws  valorable  microservicios  docker  kubernetes  nivel personal  trabajo equipo  pasión nuevas tecnologías  retos innovación  proactivo a  ¿qué ofrecemos  contrato indefinido  formación continua planes desarrollo profesional  salario negociable  retribución flexible  teletrabajo ayuda kilometraje  caso desplazamiento cliente   ¿quieres saber  si despertado curiosidad  entra redes sociales  instagram linkedin  envía cv seleccion  indizen com asunto  big data architect ,2020-09-23,,,,,indeed
auxiliar contable discapacidad,,En remoto,18000,,yearly,euro,imprescindible certificado discapacidad mayor igual 33  importante empresa sector farmacéutico busca incorporar plantilla personal auxiliar contable experiencia mayor 2 años  descripción  realizar actividades administrativas archivo  control elaboración correspondencia  registrar transacciones contables operaciones compañía verificar adecuada contabilización  funciones  asistir operaciones comerciales  elaboración  control registro facturación  control registro inventario  conciliaciones bancarias  elaboración informes  apoyo proyección financieros  recabar información fiscal  horario  lunes jueves 9am 2pm 3pm 6 30 viernes 9am 4pm  40 horas semanales  requisitos  grado ade similar  excel avanzado  inglés c1  indispensable   experiencia mayor 2 años  indispensable   abstenerse candidatos mas años experiencia  certificado discapacidad  valorable   salario  18 000 euros brutos anual  lugar trabajo  combinación teletrabajo presencial  requisitos contratación  inscrito demandante empleo  darde   dictamen discapacidad  debe poseer certificado discapacidad 33  mayor  indispensable   debe empadronado comunidad madrid  indispensable  ,2020-09-24,,,,,indeed
senior account manager app installs based barcelona,Barcelona,Barcelona,,,,euro,job description join winning team senior account manager support growth business  hands on  roll up your sleeves type job tremendous growth reward potential  client facing responsible day day strategy ongoing management advertiser ’ mobile marketing campaigns  responsible day day communication clients  phone calls  emails  online chats etc   monitor campaign delivery  traffic compliance contract compliance  ensuring successful achievement campaign objectives  manage new client onboarding processes including campaign setup technical integrations  troubleshoot issues conjunction technical staff liaise internal sales teams strategise ensure prompt gathering aggregating advertiser billing statistics  assist campaign optimisation towards client goals  proactively identify growth opportunities accounts  requirements solid experience track record  book business user acquisition digital app installations must network direct relationships publishers run cpi campaigns … low chargebacks solid understanding ad fraud  media metrics  campaign tracking  optimisation ability understand verbalise technical language required perform vendor integrations strong relationship building skills afraid pick phone make things happen strong analytical skills benefits office based barcelona remote  choose  make happen great salary  commission plan excellent benefits package amazing international team inspiring management work home allowances,2020-09-23,,,,,indeed
arquitecto net,Madrid,Madrid,,,,euro,requisitos técnicos imprescindibles 5 años experiencia  c  asp net  webapi linq entity framework integración aplicaciones sistemas backend  http  tcp ip  soap  rest  sql server  transact sql  mysql experiencia patrones diseño  inversión control  repositorio  programación orientada aspectos  programación dirigida eventos experiencia arquitectura micro servicios experiencia diseño arquitecturas ddd distribuidas orientadas servicios  n tier experiencia gestión ciclo vida soluciones azure devops administración git  uso metodologías ágiles empresa crecimiento desarrollo estabilidad requisitos técnicos deseables  conocimientos experiencia integración administración redis experiencia ruby ruby rails experiencia azure y o aws conocimientos tecnologías iot  lwm2m  mqtt… empresa teletrabajo flexibilidad arquitecto net,2020-09-24,,,,,indeed
senior partner manager app installs based barcelona,Barcelona,Barcelona,,,,euro,job description hands on  roll up your sleeves type job lots freedom tremendous growth reward potential  ’ responsible working supply relationships fill direct campaigns  work closely supply partners optimise campaign delivery analyse performance stats maximise revenue create new growth global opportunities always increase roi manage fraud guidelines ongoing basis develop grow new supply partnerships requirements solid experience track record  book business user acquisition digital app installations must network direct relationships publishers run cpi campaigns … low chargebacks solid understanding ad fraud  media metrics  campaign tracking  optimisation ability understand verbalise technical language required perform vendor integrations strong relationship building skills afraid pick phone make things happen strong analytical skills business level english benefits office based barcelona remote anywhere world  choose  make happen great salary  commission plan excellent benefits package amazing international team inspiring management work home allowances,2020-09-23,,,,,indeed
comercial autónomo  servicio formación,,España,,,,euro,grupo accros  empresa fundada año 2009  cuya actividad centra formación dirigida empresas soluciones tecnológicas  debido proceso crecimiento  precisa incorporar  comercial autónomo  servicio formación buscamos agentes comerciales autónomos comisión territorio nacional  principlamente madrid  valencia murcia  venta formación bonificada empresas continuar expansión nivel nacional  buscamos gente dinámica  habilidades comunicación venta quiera desarrollar capacidades  ofrecemos proyecto largo plazo  posibilidades crecimiento desarrollo nivel profesional  funciones puesto  exceptuando visitas clientes  ralizarán domicilio candidato  funciones  apertura nuevas oportunidades negocio seguimiento clientes ofrecemos  formación necesaria puesto cargo empresa importantes comisiones ventas jornada laboral especificar entrevista requisitos  residir provincia puesto vacante  principlamente madrid  valencia murcia  experiencia ventas servicios b2b b2c duración contrato  12 meses tipo puesto  jornada completa  autónomo  comisión ubicación  españa  requisito deseable  fecha incorporación  14 días  requisito deseable  comercial  1 2 años  requisito deseable  nivel inglés  títulación puedo expresarme entender idioma  requisito mínimo  tareas puesto  administrar varias cuentas  asegurando mantenga nivel alto retención satisfacción cliente tratar múltiples clientes diario  generando nuevos clientes desarrollando campañas mantener lealtad mismos implementar estrategias retener clientes soliciten cancelar reducir cuenta trabajar casa ,2020-09-23,,,,,indeed
administrador a bases datos sql server,Vigo,Pontevedra,,,,euro,descripción  faster empleo selecciona un a dministrador a bases datos sql server importante consultora informática  encargará administración datos dar soporte equipo proyecto principales responsables usuarios  principales funciones  dar soporte plataforma cmdm  gestión activos configuración  cliente  administrar base datos sql server dicha aplicación  ofrece  contrato lndefinido  lugar trabajo  teletrabajo oficinas  jornada completa  requisitos  requisitos  formación informática  imprescindible manejo tecnologías microsof sql server  always  conocimientos avanzados microsoft doc net  asp   service manager  gestión incidencias   mvc  jira  team city  integración contínua   tecnología valorar graphdb  experiencia 3 4 años administrador bases datos sql server  imprescindible dominio francés  valorará dominio inglés  requisitos mínimos  alta capacidad organización análisis  nivel b2 francés ,2020-09-23,,,,,indeed
administrativo administración fincas,,En remoto,,,,euro,seleccionamos administrativos administración fincas  trabajo gestion administracion  trabajo comercial captacion  ganas aprender profesión gestion patrimonios  conocimientos ofimatica nociones contabilidad,2020-09-23,,,,,indeed
beca recepcionista  atención espectador,Madrid,Madrid,,,,euro,beca recepción atención espectador horario 16 30 00 30 lunes jueves viernes 15 00 22 30 horas  principio  exige asistencia puesto  puede hacer teletrabajo  descartamos algún momento  si situación permite acuda puesto trabajo  favor  abtenerse personas dispuestas hacer horario cumpla requisitos exigidos  gracias amabilidad  educación  buena presencia  conocimientos informática nivel usuario ,2020-09-23,,,,,indeed
administrativo a contable,Barcelona,Barcelona,,,,euro,¿tienes experiencia ámbito contable buscas nuevo reto profesional desarrollarte administrativo a contable  gd  gesdocument   consultora líder españa servicios asesoramiento empresarial  formada 200 profesionales seis divisiones negocio  buscamos adminsitrativo a contable incorporarse división gd asesoria contable fiscal  si quieres desarrollarte equipo líder nivel nacional crecer profesionalmente área contable  ¡esta oportunidad esperando  ¿cuáles funciones  integrado a equipo contable fiscal oficina barcelona  responsabilizarás funciones mecanización apuntes contables  generar balances informes organización archivo documentación materia contable  llevarás cabo tareas administrativas propias área contable  reportando directamente responsable equipo  ¿qué ofrecemos  incorporarás sólido grupo empresarial valora colaboradores  ofreceremos posición estable salario acorde experiencia  formación continua  apoyo económico aprendizaje idiomas  horario flexible entrada salida  retribución flexible médico empresa  gd apostamos crecimiento desarrollo profesionales  tecnología  unirás equipo facilitará adaptación primer día excelente ambiente trabajo profesionalidad  proceso selección realizará íntegramente gestión pruebas entrevistas online  incorporación empresa funciones puesto trabajo llevarán cabo modo teletrabajo regreso oficina  ciclo formarmativo grado superior administración finanzas vocación adminsitración contable  experiencia mínima dos tres años  administrativo a contable  preferiblemente equipos contabilidad asesorías empresariales  valoraremos positivamente conocimiento programas específicos a3 excel ,2020-09-23,,,,,indeed
traffickers digitales jr  prácticas remuneradas ,,En remoto,,,,euro,interfinancial global consultoría empresarial estructura digital opera áreas servicios financieros venta empresas negocios nivel nacional  seleccionamos dept  comunicación publicidad alumnos cursando estudios marketing digital  principales funciones  elaboración campañas social ads google ads optimización campañas  remarketing análisis medición resutaldos  roi poder cursar prácticas fundamentar cursando estudios centro formación ,2020-09-23,,,,,indeed
comercial televenta,Igualada,Barcelona,600,1800,monthly,euro,ampliamos oficina comercial igualada  buscamos 2 perfiles comunicativos dinámicos desarrollar carrera profesional empresa líder sector  formación cargo empresa  tipo puesto  jornada completa salario  600 00€ 1 800 00€ mes educación   requisito mínimo  ubicación  igualada  barcelona provincia  requisito deseable  tareas puesto  cumplir cuotas mensuales tratar múltiples clientes diario  generando nuevos clientes desarrollando campañas mantener lealtad mismos trabajar casa ,2020-09-23,,,,,indeed
marketing executive  remote ,,En remoto,,,,euro,marketing executive support areas marketing department marketing manager ensure campaigns  existing products token sales marketed successfully  demonstrable experience wide range digital marketing including marketing database management  email marketing  social media  seo  display advertising campaigns events promotion  highly creative experience identifying target audiences devising digital campaigns engage  inform  motivate audience cryptocurrency enthusiasts  currently looking  marketing executive  remote  job description supporting central marketing teams day day operational marketing activities working closely marketing manager identify new opportunities market existing products bitfinex staking  lending pro  honey framework take ownership product promotion kpis ensure long term growth strong analytical skills identify areas opportunity improvement across website products supporting growing token sales team new campaign launches  create content  work social media designer social media strategist create effective campaigns  come new innovative campaigns take ownership campaign start finish agreed marketing manager  campaigns include  email marketing  influencer outreach  content marketing paid advertising creative thinker  able come innovative new ideas solutions  ability work tight deadlines live events promotions good understanding multichannel marketing users interact channel experience using data  research customer feedback improve campaign inform future activities experience planning developing digital marketing campaigns start finish working number teams ensure marketing campaign ready project launch experience paid marketing campaigns ppc display advertising experience using number email marketing solutions work closely marketing manager social media strategist enhance maintain company social media presence able write captivating copy engage existing users attract new users,2020-09-23,,,,,indeed
agente viajes experiencia,Finestrat,Alicante,,,,euro,empresa multinacional necesita urgente agente viejes expreriencia conocimiento ruso  conocimiento amadeus  ofimática  ruso inglés  jornada completa contrato trabajo  requisitos  experiencia mas 5 años negociaciones tour operadores hoteles aerolíneas lineas tren idiomas  ruso  nivel alto   inglés  español vehiculo propio condiciones laborales  jornada completa flexible salario  1 500 € netos ×12 pagas lugar trabajo  oficina finestrat  fecha inicio prevista 21 9 2020 tipo puesto  jornada completa salario  partir 1 500 00€ mes experiencia  puesto similar  5 años  requisito deseable  ubicación  finestrat  alicante provincia  requisito deseable  idioma  ruso  inglés  español  requisito mínimo  trabajar casa ,2020-09-23,,,,,indeed
efl instructor  remote ,Madrid,Madrid,,,,euro,academic specialists impact student success daily leading small group classes private classes well providing feedback student work  academic support needed seven days week  24 hours day  thus  variety schedules accommodated  order apply directly  please follow link complete online application  https  fs11 formsite com nicmoreno form551 fill  id131 indeed location  remote responsibilities  deliver high quality  english language instruction live group classes  learning environment platform  audio video based   employ oe curriculum  online pedagogy teaching methodology provide consistent student experience provide individual feedback students class requirements  must prior 1 year esl teaching experience bachelor degree higher preferred conversational spanish and or portuguese second language preferred tesol  tefl  celta equivalent preferred general awareness ability apply common european framework reference languages  cefr  must able communicate english clearly professionally  orally writing must reliable  high speed  least 1mb  internet connection comfortable dynamic work environment equal opportunity employer value diversity company  discriminate basis race  religion  color  national origin  gender  sexual orientation  age  marital status  veteran status  disability status  job type  part time experience  tutoring  1 year  required  education  bachelor  preferred  language  spanish  preferred  work remotely  yes,2020-09-23,,,,,indeed
teleoperador comercial,Madrid,Madrid,12000,16000,yearly,euro,¿te apasionan ventas buscas trabajo estable  ¿quieres convertirte un a experto a banca comercial  azierta  empresa reciente creación  nace equipo profesionales experiencia dilatada trabajando bancos entidades financieras primer nivel  si buscas desarrollarte profesional personalmente entorno damos valor personas  ofreciendo servicio diferencial clientes  buscando  responsabilidades principal función comercializar productos financieros importante entidad bancaria  informarás clientes productos servicios  encargándote activación venta cruzada mismos  ofrecemos · contrato inicial través ett  indefinido · formación inicial remunerada dentro contrato  · salario fijo convenio contact center  incentivos consecución objetivos  · jornada lunes viernes 30 horas semanales turno tarde  lunes jueves 14 30 20 45 viernes 13 00 18 00   · posibilidades reales crecimiento empresa plena expansión  · ubicación  zona norte madrid  metro cercanías fuente mora   requisitos · perfil dinámico  habilidades comunicación negociación · buscamos teleoperadores ganas aprender superarse cada día  · valoraremos positivamente experiencia previa realizando funciones venta telefónica  · disponibilidad inmediata ¡tu éxito comienzan aquí  tipo puesto  media jornada salario  12 000 00€ 16 000 00€ año experiencia  comercial  1 año  requisito deseable  fecha incorporación  inmediatamente  requisito deseable  comercial  3 6 meses  requisito mínimo  trabajar casa ,2020-09-23,,,,,indeed
digital marketing technician,Madrid provincia,Madrid,,,,euro,enjoy technology want continue growing area digital marketing  place  engineering innovation company works different areas space  defence  telecommunications  security intelligent transport systems  part corporate marketing team  team full talent desire innovate perform tasks  improvement positioning websites  seo  sem  implementation monitoring communication campaigns content social networks maintenance corporate portal blog development new corporate web platform web analytics  monitor activity sites analize reports support off line marketing activities department want part team  want position  would like following knowledge experience  experience management administration social networks  facebook  twitter  linkedin   content managers  wordpress  drupal  seo sem google tools  analytics  adwords  search console  c1 higher english level offer  join gmv team culture entering technological innovative projects within multicultural multidisciplinary teams  professional career development training plan  able acquire perfect knowledge technologies use well skills  also offer language learning program  flexible  flexible hours intensive working hours summer months  addition  work home improve work life balance  care well being  private health insurance dental accident insurance  able make part salary flexible flexible salary plan several options restaurant tickets  childcare tickets  medical insurance family member … join team activities  events sports competitions  addition  offer gympass keep active  dress code  comfortable work coming another country  offer relocation package  want switch  find fruit coffee disposal canteen  promote equal opportunities recruitment company committed inclusion diversity ,2020-09-23,,,,,indeed
